house_name,sale_status,house_type,house_address,house_price
瀚城国际,在售,住宅,青白江/青白江/凤凰西六路28号,7250
铂悦郡,未开盘,住宅,郫都/红光/红光镇红光路北一段299号,价格待定
中海外北岛,未开盘,住宅,彭州/彭州/北新大道2599号,5500
宏润达上城,未开盘,住宅,崇州/崇州/世纪大道与东兴路交汇处（唐人街牌坊沿世纪大道向南300米）,价格待定
蝴蝶洲,在售,住宅,青白江/青白江/凤翔大道1266号,7650
锦城南府猫先生,在售,底商,高新/大源/天府三街855号,40000
恒大未来城,在售,住宅,温江/光华大道沿线/温泉大道二段恒大未来城,12000
东原时光道,在售,底商,青羊/万家湾/光华大道东4路78号,40000
鞋都风尚中心,在售,商业,武侯/簇桥/成双大道中段鞋都南二路139号,25000
百悦城plus,在售,底商,龙泉驿/大面/大面街道金桉路1号,25000
东原亲亲里,在售,底商,金牛/国宾/金科西路58号,50000
佳飞国际建材家居市场,在售,商业,青白江/青白江/弥牟镇仁寿路199号,11000
华宇西城雅郡,在售,商业,金牛/高家庄/金科苑东街与金科苑南街交叉口西100米,44000
中国华商交子公馆,在售,写字楼,高新/金融城/金融城交子大道（天府国际金融中心旁）,23000
戛纳湾金棕榈,在售,底商,天府新区/华阳/协和下街588号,45000
蜀镇,在售,底商,双流/蛟龙港/草金路（永康森林公园旁、江安河畔）,20000
锦绣宸府,未开盘,住宅,大邑/大邑/晋原镇甲子路55号,价格待定
鹤鸣青云墅,在售,住宅,大邑/大邑/鹤鸣乡青云街1号,9500
金隅大成珑熙郡,在售,底商,武侯/新双楠/武侯立交聚龙路168号（武侯万达广场旁）,50000
峨眉青庐,在售,别墅,峨眉山市/峨眉山市/峨山镇朝拜路88号,8800
山水峨眉,未开盘,住宅,峨眉山市/峨眉山市/名山路南段26号,价格待定
山水峨眉,在售,别墅,峨眉山市/峨眉山市/名山路南段26号,300
光华瑞廷,未开盘,住宅,温江/温江新城/永兴路1118号（永兴路与柳林路交叉口）,价格待定
美好庄园,在售,别墅,新津/新津/邓双镇芝芝路888号,15000
锦绣尚城,在售,住宅,彭州/彭州/金彭中路355号,6000
上寓,在售,商业类,成华/东郊记忆/二仙桥东路（加油站旁）,12000
恒大上林苑,未开盘,住宅,新都/保利公园/泰兴镇白鹤岛风景区（新石路与成金青交汇处）,7700
中交锦天新城,未开盘,住宅,大邑/大邑/晋原街道元通路与邑新大道交汇处,价格待定
招商依云上城,未开盘,住宅,龙泉驿/十陵/西河镇成洛大道（西南食品城旁）,8500
中铁奥维尔,未开盘,住宅,郫都/郫县城区/梨园路一段528号,价格待定
御龙山二期,未开盘,住宅,成华/万年场/迎晖路6号,价格待定
华都云景台,在售,底商,成华/万年场/杉板桥南五路199号（蓝光东方天地旁）,50000
公园世家,在售,住宅,青白江/青白江/凤凰大道二段699号,7700
优品时代三期,在售,商业类,双流/蛟龙港/白衣上街177号,10500
交大归谷建设派,在售,底商,成华/理工大/二仙桥北路3号,50000
和裕印象,在售,住宅,金堂/金堂/金堂县三星镇天星路559号,6200
三里花城,在售,住宅,双流/双流城区/东升街道宜城大街一段333号,13000
中铁二局玛塞城,在售,底商,成华/八里小区/府青路二段177号,40000
青霞山水卡伦德拉小镇,在售,别墅,大邑/大邑/分水社区1组88号,12000
峨眉山与湖,在售,别墅,峨眉山市/峨眉山市/名山路南段188号,500
青秀未遮山,未开盘,住宅,成华/理工大/新八里庄61号（红星路源点）,价格待定
明信城,在售,住宅,温江/温江大学城/百信路28号,10800
海伦春天,在售,底商,天府新区/南湖/牧华路三段1789号,17000
公园1号,在售,底商,郫都/红光/红光镇幸福路北一段81号（思源学校对面）,35000
三盛都会城,在售,商业类,龙泉驿/东山/龙华路东侧三盛都会城,7500
蔚蓝卡地亚花园城,未开盘,别墅,天府新区/麓湖生态城/正兴镇田家寺村4、5、6组,27241
牧马山牧山湖蔚蓝卡地亚,在售,别墅,双流/牧马山/牧华路一段9号,16000
恒大天府城邦,在售,住宅,新津/新津/普兴镇骑龙村5组,9310
天立世纪华府,未开盘,住宅,彭州/彭州/致和镇西河东路555号,8200
锦城南府猫先生,在售,商业类,高新/大源/剑南大道中段锦城南府,19000
飞大壹号广场,在售,底商,金牛/马鞍路/一环路北三段100号,50000
誉峰三期,在售,商业类,高新/金融城/交子大道333号,20000
大源欢乐颂,在售,商业类,高新/大源/天府三街1599号（天府三街与南华路交汇处）,19000
嘉裕第六洲,在售,住宅,崇州/崇州/羊马镇崇阳大道2199号(金马湖大桥旁),5980
誉府仕家,在售,住宅,青白江/青白江/凤凰大道三段8号（凤凰湖公园正面对面）,8500
保利湖心岛,在售,住宅,新都/保利公园/三环成金青大道狮子湖生态区入口,11000
洲际亚洲湾,在售,底商,温江/光华大道沿线/光华大道三段江浦路288号,30000
银海中心,未开盘,商业类,金牛/马鞍路/一环路北四段108号,19300
万达瑞华中心,在售,写字楼,锦江/盐市口/滨江中路9号,22000
北京街,在售,底商,天府新区/南湖/华阳街道府河路与南湖路交汇处,30000
银海中心,未开盘,底商,金牛/马鞍路/一环路北四段108号,60000
泰业城中城大厦,在售,写字楼,青羊/八宝街/青龙巷36号,15800
龙湖听蓝湾,在售,住宅,新都/大丰/大丰北星大道(方元路与新水碾路交汇处),12293
中粮鸿云,在售,商业,锦江/东大路/汇源北路333号,61900
招商依云上城,在售,底商,龙泉驿/十陵/西河镇成洛大道（西南食品城旁）,25000
昊园江南壹品,在售,底商,龙泉驿/十陵/成洛大道西河地铁口（华新职业学院旁）,14000
龙城国际,在售,底商,郫都/橡树湾/红光镇红高路88号,35000
中铁银杏广场,在售,底商,"郫都/红光/红光镇广场路北三段, 广场路北四段10号",30000
重百汉正广场,在售,底商,郫都/郫县城区/郫筒镇杜鹃路政府旁,30000
东府九座,在售,写字楼,锦江/盐市口/东府街33号,17000
优品道珑苑,未开盘,底商,新都/大丰/新成彭路大天路出口左侧（博雅新城旁）,35000
蜀都万达广场,在售,底商,郫都/郫县万达/望丛东路139号,38000
恒大御景,未开盘,住宅,温江/温江大学城/骑士大道泰迪熊博物馆旁,价格待定
炜岸城二期,未开盘,别墅,龙泉驿/大面/驿都西路3666号,价格待定
千禧河畔C区,在售,底商,温江/花都大道/江安路739号,260
北大资源颐和翡翠府,在售,底商,高新/远大/红星路南延线与应龙路交叉口,40000
大源欢乐颂,在售,底商,高新/大源/天府三街1599号（天府三街与南华路交汇处）,50000
德商御府天骄,在售,底商,天府新区/南湖/华阳街道一心村二、五组，鹤林村四组,30000
中德麓府,在售,底商,天府新区/麓山/麓山大道二段（新元素奥迪旗舰店旁）,30000
凯德世纪名邸,在售,底商,高新/大源/天府一街1333号（高新七中旁）,40000
世豪嘉柏,在售,底商,武侯/草金立交/武科东二路460号,40000
北大资源公园1898,在售,底商,双流/东升镇/西安路四段89号,36000
华润时光里,在售,底商,高新/远大/观东一街666号,15750
海伦印象,在售,底商,天府新区/华阳/华府大道一段(欧尚超市对面）,44000
龙湖紫宸,在售,底商,金牛/花照壁/花照壁街225号,70000
中国西部文化城,在售,底商,温江/光华大道沿线/光华大道三段南侧花土路936号（地铁四号线凤凰大街站旁）,22000
满座,在售,商业,双流/东升镇/双流东升镇一杆旗北路29号,20000
城北优品道,在售,底商,新都/大丰/北星大道与大天路交汇处(十字路口出城方向右侧）,25000
中铁城锦南汇,在售,底商,高新/中德/天府大道南段会龙大道内,36000
中铁奥维尔,在售,底商,郫都/郫县城区/梨园路一段528号,28000
锦汇城,在售,底商,温江/国色天乡/科锦路355号（川农大旁）,25000
我的大学,在售,底商,新都/新都城区/同仁路199号,28000
龙城半岛,在售,底商,郫都/犀浦/华都路169,40000
千禧河畔D区,在售,底商,温江/花都大道/江安路196号,270
华侨城原岸,在售,底商,金牛/华侨城/三环路北一段393号,28000
中心城,在售,底商,龙泉驿/龙泉驿城区/北泉路龙泉二中旁,50000
彩叠园1B期,在售,别墅,温江/光华大道沿线/鹏程路801号,20000
彩叠园1A期,在售,住宅,温江/光华大道沿线/鹏程路1088号,16500
彩叠园二期,未开盘,住宅,温江/光华大道沿线/鹏程路808号,价格待定
彩叠园1A期,在售,别墅,温江/光华大道沿线/鹏程路1088号,17800
朗诗熙华府,在售,商业类,高新/大源/天府二街与荣华北路交汇处,18500
恒大银海湖,在售,住宅,崇州/崇州/崇阳大道100号（羊马湿地公园旁）,8600
尚林幸福城,在售,住宅,青白江/青白江/青白江同华大道以北、凤凰路以西（凤凰湖旁边）,7500
华润公园九里,在售,底商,双流/蛟龙港/星空路四段88号,23000
和信天骄府,在售,底商,新都/新都城区/工业大道西段67号,24600
朗诗熙华府,未开盘,住宅,高新/大源/盛治街777号,17000
中国铁建西派国樾,在售,住宅,双流/华府/华府大道与万顺大道交汇处,18000
碧桂园沁云里,未开盘,住宅,高新/远大/应龙北一路222号,15000
成都后花园蝶院,在售,住宅,郫都/成外/国宁东路1019号,12300
葛洲坝紫郡蘭园,未开盘,住宅,双流/牧马山/西航港大道中三段888号,15500
恒合时代城,在售,住宅,金堂/金堂/赵镇中兴寺路188号,5000
翡翠锦城,在售,住宅,仁寿县/仁寿县/仁寿文林镇广电街城南街心广场旁,8800
鹭洲城邦,在售,住宅,金堂/金堂/金堂县兴业路558号,5600
绿地新里城,未开盘,住宅,青羊/外光华/光华北六路1号,价格待定
宝信青城,在售,住宅,都江堰/都江堰/都江堰市106省道和聚青路交汇处,70
恒大御府,在售,住宅,新都/新都城区/宝光桂湖文化区新新路560号,9450
时代晶座(高新),在售,底商,高新/大源/剑南大道中段利通时代晶座,50000
SM锦悦,未开盘,住宅,成华/SM广场/二环路东二段29号,价格待定
一里阳光,在售,商业类,郫都/郫县万达/望从东路308号,7800
嘉源红郡,在售,住宅,温江/温江大学城/金马镇清泰路425号,7800
恒大御龙天峰,在售,住宅,龙泉驿/阳光城/龙泉阳光城锦绣路与同安路交汇处,9600
佳乐国际城四期,未开盘,住宅,新都/毗河/三河镇蜀龙路南段777号,10550
东能财富广场,在售,商业类,都江堰/都江堰/彩虹大道南段123号,9500
西蜀桦苑,在售,住宅,仁寿县/仁寿县/视高镇花海大道一段3号,10500
滨江和城,在售,底商,天府新区/麓山/麓山大道二段（成都实验外国语西区旁）,40000
家园佳居,在售,商业,仁寿县/仁寿县/仁寿县视高镇奋勇社区景观大道,17000
家园佳居,在售,底商,仁寿县/仁寿县/仁寿县视高镇奋勇社区景观大道,33000
花样年家天下,在售,商业类,双流/警院/天府五街与江安河交汇处（天府软件园E区以南）,13000
嘉和世纪城,在售,住宅,青白江/青白江/凤凰大道西二段138号,7300
昌建星悦城,未开盘,住宅,彭州/彭州/致和镇南三环路二段288号,7100
正成源筑,未开盘,住宅,都江堰/都江堰/永丰街道办东虹路99号,价格待定
誉峰三期,在售,写字楼,高新/金融城/交子大道333号,19000
金林中心,未开盘,商业类,锦江/琉璃场/经天路1号,价格待定
成华奥园广场一期,在售,商业,"成华/万年场/崔家店路418号, 双电西五路26号",50000
寰宇君汇城,在售,住宅,龙泉驿/东山/菱西路9号,7300
恒大中央广场二期雲門,下期待开,住宅,成华/新华公园/双林北支路和小龙桥路交汇处,价格待定
成功悦都,在售,底商,成华/八里小区/双建路建行正对面（原双建路79号）,41000
广泽长河郡,在售,底商,青白江/青白江/学苑路456号（大弯中学旁边）,11000
东山领地,在售,商业,龙泉驿/东山/龙泉驿成龙大道与成简快速通道交汇处（芦溪河六国公园旁）,16000
绿林书院,在售,底商,龙泉驿/东山/鲸龙路960号（新龙中对面）,13000
外滩新天地,在售,底商,都江堰/都江堰/青城大桥旁,27000
北大资源紫境府,未开盘,住宅,高新/中德/新川路与中柏大道交汇处,价格待定
成都棕榈泉国际中心,在售,写字楼,高新/新会展/天府大道中段199号,24500
卧龙谷壹号,下期待开,别墅,龙泉驿/大面/东四环·卧龙谷,价格待定
龙域天地,在售,商业类,新都/新都城区/108国道与货运大道交汇处（佳飞建材对面）,7800
小春熙,在售,商业,锦江/盐市口/中新街49号,100000
新希望锦官阁,在售,商业,锦江/沙河堡/静康路与静沙北路交汇处,55000
蓝润东悦荟,在售,底商,成华/东客站/中环路锦绣大道段与嘉陵江路交叉口东南50米,13500
卧龙谷玖号,下期待开,住宅,龙泉驿/大面/大面镇街道公园大道以西（天鹅湖公园旁）,价格待定
卧龙谷玖号,下期待开,别墅,龙泉驿/大面/大面镇街道公园大道以西（天鹅湖公园旁）,价格待定
碧桂园城市花园,在售,商业,金牛/大丰/中铁产业园旁（九道堰北站附近）,26000
壹中心,在售,底商,龙泉驿/龙泉驿城区/北京路138号（南临驿都大道，西临翠龙路）,20000
加洲国际城,未开盘,住宅,东坡区/宏远百货/眉州大道西三段88号,6800
东方银座,在售,住宅,东坡区/宏远百货/一环外新区,6000
英伦蓝岸,未开盘,住宅,东坡区/宏远百货/东坡大道与文安西路交汇处,价格待定
万景中岩广场,在售,住宅,青神县/青神县/振兴路中岩广场,5000
博华新天地,未开盘,住宅,东坡区/宏远百货/多悦镇鑫悦路（镇政府旁）,价格待定
成艺雅居,未开盘,住宅,青神县/青神县/竹艺大道333号,价格待定
万景大雅城,未开盘,住宅,丹棱县/丹棱县/河畔大雅堂广场旁,价格待定
紫胤府,下期待开,住宅,东坡区/宏远百货/东坡岛,价格待定
冠城学府,未开盘,商业,东坡区/宏远百货/岷东新区仁寿大道南段,价格待定
金都华庭,在售,住宅,金堂/金堂/观岭大道东侧（金山公园旁）,5000
悦北天街,在售,商业,东坡区/宏远百货/大雅路(气象局斜对面),价格待定
正成南郡,在售,底商,高新/中德/会龙大道与应龙南一路交汇处,45000
缤纷翡翠湾,未开盘,住宅,新都/大丰/北部商贸城竹韵大道（毗河旁）,9300
我的大学,在售,商业,新都/新都城区/同仁路199号,240
领地环球金融中心,在售,写字楼,高新/新会展/天府二街151号,20000
融创凯旋东岸,在售,商业,新都/大丰/新成彭路大天路出口左侧,14000
太阳公元一期,未开盘,住宅,成华/建设路/建设巷13号,价格待定
剑桥城,在售,商业,绵竹市/绵竹市/绵竹大学城-80000平米鲜花广场旁,38000
蜀都万达广场,在售,商业类,郫都/郫县万达/望丛东路139号,7600
蜀都万达广场,在售,商业,郫都/郫县万达/望丛东路139号,25000
天府欧城,在售,商业类,青白江/青白江/凤凰西七路31号,6500
御龙山一期,在售,住宅,成华/万年场/迎晖路6号,27000
新城悦隽天府,在售,别墅,天府新区南区/仁寿/天府大道南延线奋勇社区景观大道附近,17000
中粮御嶺湾,在售,别墅,龙泉驿/阳光城/同安镇阳光城阳光大道138号,2500
博雅新城红墙巷,在售,商业,新都/大丰/大丰街道丰安路口（金丰高架出口西侧）,101
新希望锦官阁,在售,底商,锦江/沙河堡/静康路与静沙北路交汇处,55000
新希望锦悦楠庭,在售,底商,武侯/簇桥/武兴路和金江路交汇处,30000
金科博翠天宸,在售,住宅,青白江/青白江/凤祥大道1019号,10500
海伦天麓,未开盘,住宅,天府新区/麓山/海昌南路南侧,价格待定
南湖壹号,未开盘,住宅,东坡区/宏远百货/苏湖路（岷江一桥桥头附近）,价格待定
恒大御景半岛,在售,住宅,金堂/金堂/滨江路二段毗河二桥旁,7600
伊泰天骄,在售,住宅,锦江/攀成钢/通宝街88号,28000
茂业豪园,在售,商业类,锦江/九眼桥/一环路东五段茂业豪园营销中心,29500
新希望大厦,在售,写字楼,武侯/航空路/人民南路四段45号,16500
新城悦隽天府,在售,住宅,天府新区南区/仁寿/视高经济开发区奋勇社区景观大道附近,14000
万科金域缇香二期,在售,底商,新都/毗河/三河街道蓉香中路199号,19500
环球汇天誉,未开盘,商业类,锦江/东大路/东大路318号,价格待定
领地凯旋国际公馆三期,在售,住宅,东坡区/苏辙公园/湖滨路北二段,10000
中国华商交子公馆,在售,商业类,高新/金融城/交子大道33号,50000
交大梦家,在售,商业,成华/万年场/长融东二路,35000
天府欧城,在售,底商,青白江/青白江/凤凰西七路31号,27000
交大梦家,在售,底商,成华/万年场/长融东二路,35000
融创香璟台一期,在售,底商,高新/中德/中和街道观东社区三组、龙灯山社区十一、十二组,45000
保利狮子湖,在售,住宅,新都/保利公园/蜀龙路与熊猫大道交汇处东行300米,12000
金山国际,在售,住宅,金堂/金堂/金堂县赵镇金园街619号,5600
凯德世纪名邸,在售,住宅,高新/大源/天府一街1333号（高新七中旁）,20000
万象云庭,在售,住宅,蒲江/蒲江/鹤山镇工业大道上段3号,6000
首创娇子1号,在售,商业,锦江/卓锦城/南三环娇子立交外侧,40000
雄飞北尚广场,在售,底商,新都/毗河/新都成都北大门川陕路（蓉都大道和兴城大道交界点）,27000
花样年君山,下期待开,别墅,新津/新津/君山路1号,价格待定
西城尚锦,在售,商业,青羊/外光华/光华东三路588号,40000
招商依云上城,在售,商业,龙泉驿/十陵/西河镇成洛大道（西南食品城旁）,30000
峨眉时光,在售,住宅,峨眉山市/峨眉山市/峨山镇温泉大道333号,15000
龙光世纪中心,在售,商业类,成华/理工大/华林三路10号,11000
空港陆号,在售,住宅,双流/航空港/机场路与黄河北路交汇处,11000
成华奥园广场二期,在售,商业,成华/万年场/跳蹬河南路18号,45000
鲁能城二期,在售,底商,成华/万年场/跳蹬河槐树店路26号（成洛大道与中环路交汇处）,45000
恒大曹家巷广场三期,未开盘,商业类,金牛/马鞍路/一环内马鞍东路与府青路交汇处,价格待定
雾山河畔1期,在售,住宅,大邑/大邑/成都市大邑县雾山乡两河口社区7组100号,9000
金牛之心荷花池广场1期,在售,商业类,金牛/金牛万达/北站东一路26号,12800
洪州壹號,下期待开,住宅,洪雅县/洪雅县/南岸新区派出所旁,3000
裴城春天,在售,住宅,东坡区/宏远百货/裴城路（蓝色港湾对面）,7200
东坡印象水街,在售,商业,东坡区/宏远百货/颍滨桥头 岷江东湖饭店旁,25000
汇金国际五金机电城,在售,商业,东坡区/宏远百货/诗书路南段399号（味聚特旁）,价格待定
红石美地商业广场,在售,商业,东坡区/宏远百货/岷江大道与学士街交汇处（市劳动保障局旁）,20000
玖荟国际汽车城,在售,商业,东坡区/宏远百货/诗书路S103线与千禾大道交汇处,价格待定
岷东生活广场,在售,商业,东坡区/宏远百货/岷东新区富牛大道,8000
万景九巷十坊,在售,商业,东坡区/宏远百货/眉州大道、岷江大道与通惠河交汇处（苏洵公园内）,价格待定
兰溪江山美墅,在售,别墅,东坡区/宏远百货/东坡岷东新区、富牛路南段以西,20000
龙玺台,在售,别墅,东坡区/宏远百货/东坡岛，老泉桥右转200米,价格待定
观澜城邦,在售,住宅,洪雅县/洪雅县/青衣江南岸,4000
观澜城邦,在售,别墅,洪雅县/洪雅县/青衣江南岸,价格待定
玉屏首府,下期待开,住宅,东坡区/宏远百货/东坡眉山市东坡区阜成路西三段169号,价格待定
雕像国际广场,未开盘,住宅,东坡区/宏远百货/三苏路雕像国际广场,价格待定
得心富桂居,未开盘,住宅,洪雅县/洪雅县/县城东封河路,价格待定
金府玉龙半岛,在售,住宅,东坡区/宏远百货/眉州大道西段（通惠河畔）,6000
东坡里,未开盘,商业,东坡区/宏远百货/老泉桥头,价格待定
雕像国际广场商铺,未开盘,商业,东坡区/宏远百货/三苏路三苏雕像广场东侧,价格待定
万景追梦城,在售,商业,东坡区/宏远百货/下西街与沙彀行交汇处（原东坡区党校）,16000
万景泡菜风情街,在售,商业,东坡区/宏远百货/岷江一桥东侧（泡菜文化广场旁）,8000
金府穿越城,在售,商业,东坡区/宏远百货/东坡岛子瞻大道,20000
领地花屿,在售,住宅,东坡区/宏远百货/青衣街,8800
北城1号,在售,住宅,旌阳区/旌阳区/黄许镇路鹤路,5500
财富未来城,下期待开,住宅,中江县/中江县/中江县中江兴隆镇商业街,3000
山水前城,下期待开,住宅,中江县/中江县/中江县四川省中江县南华镇继光大道西段165路,3450
天悦湾,在售,住宅,旌阳区/旌阳区/旌阳区蓥华山南路与雅河街交汇处,9000
香江国际,下期待开,住宅,中江县/中江县/新继光大桥西侧,价格待定
誉城国际,在售,住宅,罗江县/罗江县/罗江县罗江县大学路59号（天马山警安学院旁）,3400
金鑫花园,下期待开,住宅,旌阳区/旌阳区/旌阳区金江街与云峰山路交汇处,价格待定
奥特莱斯,在售,商业,旌阳区/旌阳区/孝泉镇通站路,价格待定
I派国际家居MALL,未开盘,商业,东坡区/宏远百货/眉州大道西段（经开新区管委会斜对面）,价格待定
世代凯悦二期,未开盘,住宅,东坡区/宏远百货/诗书路北段80号,价格待定
岷江生活广场,未开盘,商业,东坡区/宏远百货/眉州大道与青衣街交叉口东南侧,35000
中鑫半岛龙湾,未开盘,住宅,东坡区/宏远百货/东坡眉州大道与铁环东路交汇处（眉山轻轨车站往北100米）,价格待定
岷南御景,在售,住宅,东坡区/宏远百货/东坡岷东新区水天花月景区西门,5000
滨江翡翠城,未开盘,住宅,彭山区/彭山区/灵石东路39号,7000
锦绣汇金天地,下期待开,住宅,仁寿县/仁寿县/仁寿商务大道,价格待定
锦绣汇金天地,下期待开,商业类,仁寿县/仁寿县/仁寿商务大道,价格待定
望族1881,下期待开,住宅,东坡区/宏远百货/岷江大道与同运南路交汇处,价格待定
巴登 森林海国际度假区,未开盘,商业类,洪雅县/洪雅县/柳江古镇玉屏山,价格待定
格林城,在售,住宅,双流/双流城区/长顺大道一段（长顺家园旁）,14500
炎华置信花千集,在售,商业,金牛/金牛万达/一环路北二段9号,30000
荔园悦享花醍,在售,住宅,郫都/橡树湾/红光镇银润路437号,12000
远大聚华天府南庭,在售,住宅,天府新区南区/仁寿/仁寿县视高大学城花海大道1号,16500
雄飞生活广场,在售,底商,龙泉驿/十陵/西河镇成洛大道3199号（九峰国际汽车成附近）,25000
金马湖壹号,在售,别墅,温江/温江大学城/金马国际体育城（金马湖畔）,10500
仁恒滨河湾,未开盘,住宅,锦江/东大路/汇源东路88号,价格待定
瑞升橄榄山,在售,别墅,双流/牧马山/胜利镇燕杨路2号（维也纳森林别墅旁）,13000
中海外北岛,在售,别墅,彭州/彭州/北新大道2599号,8000
天悦龙栖台,未开盘,住宅,龙泉驿/龙泉驿城区/龙都北路533号,价格待定
南滨国际,在售,别墅,中江县/中江县/凯江镇朝阳南路（南塔公园侧小东河旁）,6100
滨江华府三期观天下,下期待开,住宅,罗江县/罗江县/罗江县罗江万安大道（县医院旁）,3600
滨丽雅郡,下期待开,住宅,中江县/中江县/中江县中江县南华镇幸福路138号,3300
金乐上源名城,在售,住宅,罗江县/罗江县/万安南路东侧,4000
金山国际,未开盘,住宅,罗江县/罗江县/罗江县罗江县金山镇工业开发区西昌路,2200
锦绣尚城,下期待开,住宅,罗江县/罗江县/罗江县罗江县外北街,3370
骏逸天下,下期待开,住宅,中江县/中江县/中江县飞天桥头西侧,价格待定
蓝湾半岛二期,下期待开,住宅,中江县/中江县/中江县凯北新城,3600
紫金阳光城二期,在售,住宅,中江县/中江县/中江县中江县西江南路298号（原凯西路）,5200
恒大国际家居广场,在售,商业,旌阳区/旌阳区/旌阳区长江西路铁路下穿桥西头,9500
呈邦摩根时代,在售,商业类,旌阳区/旌阳区/嘉陵江西路（四川建院旁）,8000
恒大首府,在售,住宅,广汉市/广汉市/城北新区北京大道与西安路交汇处,6999
首创娇子1号,在售,底商,锦江/卓锦城/南三环娇子立交外侧,45000
乐天圣苑,在售,底商,锦江/东大路/通源街588号,74000
金雁麦丁小城,在售,商业,广汉市/广汉市/汉口路与大件路交汇处,14000
城南壹号,在售,住宅,中江县/中江县/南华镇狮子山大道298号,6000
乐天圣苑,在售,商业,锦江/东大路/通源街588号,70000
黑龙滩长岛国际旅游度假区,在售,别墅,仁寿县/仁寿县/黑龙滩公园大道1号,17000
融创玖樾台邸,未开盘,住宅,锦江/三圣乡/三圣花乡银木街与茶花街交汇处,价格待定
陇海三郎旅游度假区,下期待开,别墅,崇州/崇州/三郎凤鸣村88号,价格待定
凯信高新大厦,在售,写字楼,旌阳区/旌阳区/峨眉山路与沱江路交汇处,5700
西部国际商贸城,下期待开,商业,旌阳区/旌阳区/经济开发区渤海路东段三号,价格待定
德阳万达广场,在售,住宅,旌阳区/旌阳区/旌阳区德阳市青衣江路与庐山北路交会处,8000
康华玫瑰园,在售,住宅,罗江县/罗江县/罗江县万安镇西街口与麓峰南路交汇处,5000
每日美寓,下期待开,住宅,中江县/中江县/中江县中江凯北新城北栽塔南北干道（新城北中学正对面）,3300
同创金色明天,在售,住宅,旌阳区/旌阳区/新火车站以西（银山北路与澜沧江西路交汇处）,5530
铜锣湾,下期待开,住宅,罗江县/罗江县/罗江县绵竹市安顺路与南京大道交汇处,价格待定
万嘉国际社区,下期待开,住宅,旌阳区/旌阳区/旌阳区泰山路南路三段与渠江街交汇处,4500
阳晨秀水湾,在售,住宅,罗江县/罗江县/城北新区（汽车站对面）,3500
中央绿洲,下期待开,住宅,旌阳区/旌阳区/旌阳区德阳泰山南路二段（麦德龙旁）,8000
中粮原山,在售,别墅,崇州/崇州/街子镇街安路,价格待定
悦府,未开盘,别墅,邛崃/邛崃/文君街办凌云街279号,9500
有美巷子,在售,商业,邛崃/邛崃/临邛镇南街324号,25000
高宇南湾,在售,住宅,邛崃/邛崃/河滨路北侧文南路东侧,7500
唐人街相府花园,未开盘,住宅,崇州/崇州/唐安东路与世纪大道交汇处（成温邛高速崇州站下直行1千米）,8000
青禾名都,在售,住宅,大邑/大邑/雪山大道二段598号,5940
世茂城三期,在售,住宅,龙泉驿/大面/龙泉驿天鹅西湖南路6号（成龙大道和天鹅西湖南路交汇处）,14200
保利天汇,在售,别墅,金牛/大丰/万石路旁,21000
金雁欢乐水岸,在售,住宅,广汉市/广汉市/广汉市韶山路5段69号,8500
海伦春天,在售,商业,天府新区/南湖/牧华路三段1789号,22000
泰达格调青城岚田,在售,商业类,都江堰/都江堰/106省道泰达格调青城岚田(青城山站对面),11000
中南上熙府熙悦,在售,住宅,温江/光华大道沿线/花明路129号,16500
绿地新城新里桃溪川,未开盘,住宅,龙泉驿/阳光城/幸福大道绿地新城新里桃溪川,10500
海航中国集锦润青城,在售,别墅,都江堰/都江堰/都江堰市翠月湖镇灌温路与聚青线交叉口西南处,150
蓝光长岛国际社区五期,在售,住宅,双流/草金立交/九江街道通江社区,13500
锦城悦庭,在售,住宅,高新/中和/康和西一街199号,14664
德福国际中心,在售,商业类,天府新区南区/仁寿/视高镇北街186号,7000
听湖九园,在售,住宅,青白江/青白江/凤凰东二路99号,7800
万科翡翠公园,在售,商业类,天府新区/南湖/锦江生态带以西，剑南大道以东,13000
铁投祥瑞里,下期待开,住宅,市中区/市中区/太白路863号（高铁站公交总站对面）,8400
万达·天璟,在售,住宅,市中区/市中区/文星后街329号,7200
领地天屿,在售,住宅,市中区/市中区/通江片区翰林路与凤凰路交汇处凤凰路北段896号,6500
中南海棠集,在售,住宅,金牛/大丰/天龙大道382号,13800
万科时光润园,在售,住宅,郫都/红光/红光大道与广场路交汇处,13500
七一森林城市花园,在售,住宅,新都/新都城区/新泰东路71号,12300
华宇旭辉锦绣广场,在售,商业类,"成华/龙潭寺/牛龙路口, 华宇旭辉锦绣广场",11000
中建天府公馆,下期待开,住宅,高新/中德/观东二街中建天府公馆,价格待定
爱在城南,未开盘,住宅,高新/中德/红星路南延线与新川大道交汇处,14950
都江懿府,在售,住宅,都江堰/都江堰/都江堰堰华路87号（公园大道一号旁）,8600
翡翠滨江,未开盘,住宅,邛崃/邛崃/河滨路北侧文南路西侧翡翠湾,价格待定
新城悦隽天骄,在售,住宅,天府新区南区/彭山/新城悦隽天骄,12000
海伦天麓,未开盘,别墅,天府新区/麓山/海昌南路南侧,价格待定
华润时光里,下期待开,商业,高新/远大/观东一街666号,30000
华润置地自在域,在售,商业类,锦江/三圣乡/成龙大道西段与喜树街交汇处,12290
南城星汇,未开盘,住宅,崇州/崇州/崇庆南路366号,价格待定
花样年智荟城,在售,住宅,崇州/崇州/永和大道66号,8500
